"Name","Symbol","Daily","1 Week","1 Month","YTD","1 Year","3 Years"
"Microsoft","MSFT","0.74%","0.83%","3.80%","18.81%","44.53%","118.04%"
"Mid-America Apartment","MAA","0.99%","1.84%","3.53%","-4.25%","-10.18%","30.78%"
"Mohawk Industries","MHK","1.19%","2.98%","-0.52%","-23.73%","-12.38%","9.35%"
"Molson Coors Brewing B","TAP","1.50%","3.17%","3.52%","-22.55%","-27.28%","-12.51%"
"Mondelez","MDLZ","1.17%","0.56%","1.74%","-7.06%","-12.80%","-1.46%"
"Monsanto","MON","0.00%","0.31%","2.45%","9.56%","8.88%","11.76%"
"Monster Beverage 1990","MNST","5.02%","7.73%","10.83%","-12.34%","10.85%","-56.33%"
"Moodys","MCO","0.82%","3.61%","3.12%","21.41%","53.41%","66.66%"
"Morgan Stanley","MS","-0.44%","1.37%","-5.69%","-1.07%","15.59%","30.13%"
"Mosaic","MOS","0.55%","6.51%","11.68%","14.81%","25.31%","-33.96%"
"Motorola","MSI","0.07%","2.92%","3.26%","24.31%","30.32%","92.00%"
"Mylan","MYL","0.85%","6.49%","9.13%","-2.25%","3.17%","-44.15%"
"Nasdaq Inc","NDAQ","-0.10%","3.30%","5.27%","23.82%","34.86%","87.41%"
"National Oilwell Varco","NOV","-0.68%","1.74%","4.85%","18.21%","24.47%","-13.46%"
"Navient","NAVI","-0.54%","3.50%","9.06%","11.11%","-3.01%","-23.71%"
"NetApp","NTAP","0.47%","6.66%","3.51%","34.40%","88.13%","121.68%"
"Netflix","NFLX","-0.23%","0.18%","9.40%","87.84%","128.17%","276.10%"
"Newell Brands","NWL","0.86%","6.75%","-9.99%","-20.13%","-53.64%","-39.92%"
"Newfield Exploration","NFX","0.97%","-2.67%","3.77%","-7.55%","-3.03%","-23.13%"
"Newmont Mining","NEM","-0.52%","-0.67%","-5.05%","2.29%","11.90%","61.94%"
"News Corp","NWS","0.31%","3.53%","-3.18%","-2.71%","14.54%","13.02%"
"News Corp A","NWSA","1.02%","4.01%","-4.64%","-2.41%","15.90%","7.99%"
"NextEra Energy","NEE","0.27%","-3.85%","-2.14%","0.39%","11.81%","58.19%"
"Nielsen Holdings","NLSN","0.94%","4.73%","3.10%","-14.18%","-17.07%","-30.92%"
"Nike","NKE","0.19%","2.94%","10.28%","19.74%","40.10%","44.96%"
"NiSource","NI","-0.17%","-4.93%","-5.58%","-8.38%","-8.73%","31.18%"
"Noble Energy","NBL","-2.27%","-4.46%","-3.38%","16.88%","16.96%","-26.96%"
"Nordstrom","JWN","0.54%","5.81%","8.01%","10.74%","11.26%","-23.67%"
"Norfolk Southern","NSC","1.33%","-0.64%","1.63%","6.44%","29.69%","70.34%"
"Northern Trust","NTRS","-0.17%","1.10%","-0.91%","7.04%","16.53%","38.39%"
"Northrop Grumman","NOC","0.17%","2.62%","3.74%","10.34%","31.92%","113.57%"
"Norwegian Cruise Line","NCLH","-0.39%","-2.69%","0.68%","-2.82%","1.21%","-5.46%"
"NRG","NRG","-1.04%","-2.24%","-4.36%","16.40%","98.62%","34.65%"
"Nucor","NUE","0.66%","1.60%","4.70%","5.14%","11.81%","36.71%"
"NVIDIA","NVDA","-0.24%","1.81%","0.83%","35.55%","75.32%","1121.61%"
"O'Reilly","ORLY","0.13%","3.91%","6.76%","17.71%","21.60%","25.46%"
"Occidental","OXY","-0.28%","0.43%","1.92%","16.03%","40.09%","8.46%"
"Omnicom","OMC","0.54%","2.26%","-0.96%","1.47%","-9.33%","0.94%"
"ONEOK","OKE","-0.15%","-0.09%","4.82%","28.06%","38.42%","74.08%"
"Oracle","ORCL","1.05%","1.75%","2.66%","1.90%","7.00%","9.65%"
"PACCAR","PCAR","0.43%","3.64%","2.35%","-8.19%","1.95%","3.36%"
"Pacific Gas&Electric","PCG","-0.53%","-1.94%","-4.45%","-7.54%","-39.41%","-17.81%"
"Packaging America","PKG","-0.30%","2.17%","5.53%","1.73%","16.86%","81.07%"
"Parker-Hannifin","PH","-0.44%","1.16%","0.26%","-12.46%","11.25%","45.34%"
"Patterson","PDCO","1.59%","3.81%","-4.18%","-39.72%","-52.79%","-54.84%"
"Paychex","PAYX","0.80%","2.54%","8.22%","0.13%","16.41%","41.73%"
"PayPal Holdings Inc","PYPL","1.28%","1.31%","6.50%","14.56%","57.94%","-"
"Pentair","PNR","0.36%","2.60%","1.37%","-36.28%","-32.09%","-27.36%"
"People’s United","PBCT","0.42%","3.17%","2.79%","2.62%","8.60%","19.42%"
"PepsiCo","PEP","1.31%","2.23%","5.37%","-14.53%","-11.60%","9.39%"
"PerkinElmer","PKI","0.27%","4.04%","3.98%","7.08%","22.52%","48.86%"
"Perrigo","PRGO","0.07%","-1.11%","-3.02%","-15.95%","2.43%","-61.03%"
"Pfizer","PFE","0.49%","1.16%","4.65%","1.24%","11.90%","6.88%"
"Philip Morris","PM","2.62%","1.59%","-4.31%","-24.83%","-33.88%","-3.49%"
"Phillips 66","PSX","-0.51%","-1.82%","-0.95%","15.51%","46.84%","50.18%"
"Pinnacle West","PNW","-0.11%","-4.10%","-4.77%","-12.66%","-15.44%","30.32%"
"Pioneer Natural Resources","PXD","-1.12%","0.69%","-4.90%","11.80%","14.04%","28.14%"
"PNC Financial","PNC","0.57%","2.57%","-1.32%","3.16%","20.85%","50.08%"
"PPG Industries","PPG","1.03%","2.10%","-1.85%","-10.85%","-5.26%","-10.17%"
"PPL","PPL","0.70%","-4.34%","-8.48%","-16.67%","-34.21%","-14.66%"
"Praxair","PX","0.04%","1.29%","1.77%","3.33%","17.36%","29.93%"
"Principal Financial","PFG","0.28%","0.62%","-3.32%","-19.50%","-12.49%","7.90%"
"Procter&Gamble","PG","1.87%","5.08%","5.51%","-16.00%","-12.45%","-2.97%"
"Progressive","PGR","0.37%","0.66%","0.75%","11.58%","44.53%","127.93%"
"ProLogis","PLD","-0.02%","1.29%","0.55%","2.23%","15.44%","67.43%"
"Prudential Financial","PRU","0.81%","1.73%","-0.29%","-12.55%","-6.68%","11.04%"
"Public Service Enterprise","PEG","0.14%","-3.16%","-0.47%","-1.18%","14.80%","26.47%"
"Public Storage","PSA","0.66%","2.33%","2.22%","3.61%","4.33%","15.66%"
"PulteGroup","PHM","3.86%","7.25%","4.86%","-2.08%","38.91%","70.47%"
"PVH","PVH","1.85%","5.79%","9.91%","22.56%","59.26%","47.52%"
"Qorvo Inc","QRVO","-1.09%","-2.02%","-2.23%","20.36%","6.50%","-2.84%"
"Qualcomm","QCOM","-0.63%","2.82%","9.62%","-5.87%","5.63%","-10.47%"
"Quanta Services","PWR","-0.08%","3.03%","2.34%","-5.11%","13.45%","26.53%"
"Quest Diagnostics","DGX","1.97%","1.64%","7.90%","11.40%","1.21%","48.89%"
"Ralph Lauren","RL","3.17%","3.16%","30.53%","37.17%","102.75%","4.90%"
"Range Resources","RRC","-1.17%","-1.95%","8.81%","-5.86%","-30.69%","-69.66%"
"Raymond James Financial","RJF","1.02%","2.69%","8.03%","12.65%","28.50%","66.64%"
"Raytheon","RTN","0.89%","1.51%","0.92%","14.22%","33.32%","112.52%"
"Realty Income","O","-0.15%","0.43%","-0.47%","-6.58%","-3.69%","17.96%"
"Red Hat","RHT","1.14%","1.88%","-0.24%","42.43%","92.53%","118.16%"
"Regency Centers","REG","0.52%","2.96%","1.42%","-14.04%","-4.65%","-3.44%"
"Regeneron Pharma","REGN","-0.20%","0.40%","6.65%","-18.05%","-35.24%","-39.86%"
"Regions Financial","RF","0.26%","2.80%","-1.14%","10.59%","32.71%","79.44%"
"Republic Services","RSG","0.18%","0.38%","0.29%","0.93%","6.73%","68.58%"
"ResMed","RMD","0.83%","3.12%","5.66%","26.10%","45.33%","81.62%"
"Robert Half","RHI","1.26%","7.45%","9.28%","24.07%","45.84%","21.62%"
"Rockwell Automation","ROK","-0.36%","-0.33%","-0.01%","-9.34%","9.79%","40.48%"
"Rockwell Collins","COL","0.09%","0.67%","3.61%","2.62%","32.57%","47.97%"
"Roper Technologies","ROP","0.45%","2.20%","2.27%","10.26%","24.79%","61.31%"
"Ross Stores","ROST","0.88%","6.36%","5.57%","6.97%","38.54%","75.51%"
"Royal Caribbean Cruises","RCL","-0.88%","-2.68%","-3.53%","-13.25%","-5.77%","35.04%"
"S&P Global","SPGI","0.56%","3.07%","2.91%","21.88%","40.64%","99.64%"
"Salesforce.com","CRM","0.47%","2.31%","2.23%","30.62%","53.01%","82.84%"
"SBA Communications","SBAC","-0.15%","-0.73%","-2.86%","-3.70%","17.14%","34.59%"
"Scana","SCG","0.67%","2.26%","1.35%","-9.13%","-46.88%","-28.20%"
"Schlumberger","SLB","-0.24%","0.68%","-2.38%","3.03%","-0.36%","-24.23%"
"Seagate Technology","STX","1.36%","-3.32%","-2.25%","33.80%","32.12%","4.46%"
"Sealed Air","SEE","1.06%","-0.36%","-1.13%","-11.16%","-0.77%","-12.28%"
"Sempra Energy","SRE","0.66%","-2.75%","-4.66%","-5.13%","-11.80%","-1.84%"
"Sherwin-Williams","SHW","0.75%","3.12%","4.63%","-2.92%","12.79%","40.91%"
"Signet Jewelers","SIG","2.80%","30.04%","44.71%","-2.02%","-6.86%","-57.81%"
"Simon Property","SPG","0.36%","2.85%","2.58%","-3.70%","6.29%","-6.22%"
"Skyworks","SWKS","-2.61%","-1.15%","2.82%","5.12%","-6.73%","-5.43%"
"SL Green","SLG","-0.20%","0.57%","-2.64%","-2.36%","-7.19%","-14.33%"
"Snap-On","SNA","0.35%","4.06%","6.22%","-9.96%","-0.36%","-0.60%"
"Southern","SO","0.23%","-2.08%","-3.20%","-10.00%","-14.60%","2.22%"
"Southwest Airlines","LUV","-0.32%","-0.94%","-2.81%","-22.87%","-15.10%","46.53%"
"Stanley Black Decker","SWK","0.39%","2.68%","1.56%","-14.33%","3.84%","36.64%"
"Starbucks","SBUX","-0.94%","-0.54%","-1.82%","-1.45%","-8.99%","7.42%"
"State Street","STT","-0.39%","2.04%","-1.30%","2.92%","15.01%","24.52%"
"Stericycle","SRCL","0.67%","0.84%","0.84%","-4.99%","-18.24%","-52.71%"
"Stryker","SYK","0.45%","1.99%","5.91%","15.57%","26.14%","86.39%"
"SunTrust Banks","STI","0.28%","2.96%","1.72%","9.20%","24.72%","60.26%"
"Symantec","SYMC","0.09%","1.43%","-26.94%","-24.02%","-28.24%","11.39%"
"Synchrony Financial","SYF","-0.28%","1.17%","4.57%","-8.18%","23.52%","6.46%"
"Synopsys","SNPS","0.43%","1.17%","-0.75%","6.18%","20.79%","80.26%"
"Sysco","SYY","0.59%","1.13%","5.44%","8.92%","19.86%","77.68%"
"T Rowe","TROW","0.61%","2.51%","7.13%","20.06%","71.94%","59.73%"
"Tapestry","TPR","0.89%","3.91%","0.63%","4.54%","-1.03%","31.25%"
"Target","TGT","-0.42%","7.17%","11.08%","19.57%","37.12%","-2.07%"
"TE Connectivity","TEL","-0.27%","2.81%","3.15%","2.33%","22.19%","41.02%"
"TechnipFMC","FTI","-1.60%","2.39%","3.00%","4.12%","14.23%","-24.62%"
"Texas Instruments","TXN","-1.28%","0.82%","5.25%","10.82%","43.07%","113.58%"
"Textron","TXT","0.98%","3.15%","5.61%","22.50%","46.58%","50.50%"
"The AES","AES","0.39%","-0.16%","3.74%","17.91%","8.96%","-4.13%"
"The Charles Schwab","SCHW","0.68%","1.76%","-2.15%","12.38%","39.82%","72.69%"
"The Goodyear Tire&Rubber","GT","0.08%","3.56%","-1.63%","-21.67%","-28.60%","-19.37%"
"The Travelers","TRV","1.19%","1.57%","0.34%","-3.18%","4.86%","32.41%"
"Thermo Fisher Scientific","TMO","0.26%","2.45%","1.50%","14.29%","24.06%","66.71%"
"Tiffany&Co","TIF","0.15%","-0.18%","27.62%","27.17%","39.60%","41.97%"
"Time Warner","TWX","-0.03%","1.54%","3.03%","4.23%","-3.88%","11.34%"
"TJX","TJX","0.47%","5.00%","14.01%","24.17%","28.85%","44.90%"
"Torchmark","TMK","0.68%","0.54%","1.01%","-4.93%","12.35%","48.69%"
"Total System Services","TSS","0.26%","1.04%","-1.78%","10.18%","46.53%","108.77%"
"Tractor Supply","TSCO","-0.26%","1.93%","12.95%","2.45%","34.30%","-13.90%"
"Transdigm","TDG","1.73%","2.24%","3.07%","25.99%","28.18%","52.76%"
"TripAdvisor","TRIP","0.67%","1.14%","15.11%","62.04%","48.99%","-26.98%"
"Twenty-First Century Fox A","FOXA","0.86%","3.71%","5.46%","15.81%","42.01%","21.33%"
"Tyson Foods","TSN","1.49%","3.91%","4.47%","-12.73%","16.46%","70.89%"
"Ulta Beauty","ULTA","-1.50%","3.23%","2.25%","13.14%","-17.80%","63.29%"
"Under Armour A","UAA","3.14%","13.81%","30.98%","68.47%","11.11%","-42.30%"
"Under Armour C","UA","3.46%","15.88%","34.62%","68.17%","10.84%","-46.83%"
"Union Pacific","UNP","1.63%","-1.63%","2.31%","7.77%","31.68%","45.00%"
"United Continental","UAL","0.65%","1.07%","6.01%","3.84%","-11.21%","33.52%"
"United Dominion","UDR","0.78%","1.90%","2.43%","-2.73%","-6.84%","17.39%"
"United Parcel Service","UPS","0.35%","-0.55%","2.29%","-2.14%","8.94%","16.07%"
"United Rentals","URI","0.35%","2.16%","0.26%","-2.97%","51.33%","85.99%"
"United Technologies","UTX","0.02%","1.43%","2.83%","0.03%","5.78%","8.60%"
"UnitedHealth","UNH","0.68%","3.01%","7.26%","13.71%","38.15%","111.46%"
"Universal Health Services","UHS","-1.06%","1.01%","-2.10%","1.72%","1.65%","-12.21%"
"Unum","UNM","0.25%","0.59%","3.53%","-28.31%","-15.36%","6.96%"
"US Bancorp","USB","0.42%","2.54%","1.72%","-2.86%","-1.59%","16.16%"
"Valero Energy","VLO","-1.46%","-3.28%","4.57%","30.26%","83.45%","105.67%"
"Varian","VAR","-0.08%","1.28%","2.95%","9.46%","18.97%","41.05%"
"Ventas","VTR","0.51%","-0.00%","2.05%","-8.62%","-17.99%","-1.70%"
"VeriSign","VRSN","0.97%","4.00%","10.66%","20.47%","49.32%","119.50%"
"Verisk","VRSK","-0.05%","1.67%","2.98%","13.60%","36.21%","47.30%"
"Verizon","VZ","0.35%","2.87%","4.19%","-7.08%","5.27%","3.60%"
"Vertex","VRTX","3.29%","-0.99%","-0.30%","0.46%","22.74%","20.27%"
"VF","VFC","0.20%","2.88%","7.31%","13.07%","51.22%","19.48%"
"Viacom B","VIAB","0.54%","4.49%","-8.61%","-9.41%","-21.16%","-58.44%"
"Visa","V","0.67%","2.97%","2.85%","18.17%","42.49%","93.51%"
"Vornado","VNO","0.11%","1.33%","1.89%","-8.42%","-23.55%","-27.12%"
"Vulcan Materials","VMC","-0.39%","0.56%","3.46%","1.30%","-0.22%","45.10%"
"Walgreens Boots Alliance","WBA","-0.31%","0.86%","-0.64%","-12.70%","-21.72%","-25.84%"
"Walmart","WMT","-0.69%","1.65%","2.02%","-14.57%","6.22%","15.67%"
"Walt Disney","DIS","1.47%","4.65%","2.26%","-3.28%","-1.55%","-5.47%"
"Waste Management","WM","0.32%","-0.05%","0.32%","-3.14%","15.06%","72.56%"
"Waters","WAT","1.15%","5.18%","4.66%","6.28%","10.99%","52.29%"
"WEC Energy","WEC","0.13%","-4.59%","-4.39%","-10.49%","-5.81%","31.32%"
"Wells Fargo&Co","WFC","0.09%","1.81%","1.88%","-8.22%","3.49%","-2.67%"
"Welltower Inc","WELL","0.69%","-0.05%","3.30%","-9.06%","-21.05%","-15.11%"
"Western Digital","WDC","0.02%","-3.78%","4.53%","3.89%","-3.94%","-11.73%"
"Western Union","WU","0.14%","3.74%","3.74%","9.47%","9.47%","-4.54%"
"WestRock Co","WRK","0.66%","1.40%","0.68%","-3.56%","6.39%","-"
"Weyerhaeuser","WY","-0.03%","1.11%","3.62%","8.08%","14.69%","19.84%"
"Whirlpool","WHR","0.33%","2.44%","-4.34%","-11.73%","-22.05%","-19.96%"
"Williams","WMB","-1.10%","-2.10%","-2.14%","-14.33%","-11.13%","-45.11%"
"Willis Towers Watson","WLTW","1.44%","4.22%","1.61%","4.94%","8.56%","25.51%"
"WW Grainger","GWW","0.71%","1.58%","4.80%","33.16%","78.41%","29.84%"
"Wyndham","WYND","-3.02%","-0.96%","-4.85%","-7.75%","8.09%","-43.26%"
"Wynn Resorts","WYNN","1.06%","-7.47%","-11.61%","5.65%","37.45%","72.56%"
"Xcel Energy","XEL","-0.07%","-4.58%","-5.66%","-11.27%","-9.84%","31.92%"
"Xerox","XRX","1.56%","2.05%","-4.84%","-4.25%","0.54%","-5.93%"
"Xilinx","XLNX","-1.63%","-1.18%","-0.26%","3.14%","6.33%","47.96%"
"XL Group","XL","0.00%","0.64%","2.68%","60.13%","32.25%","49.46%"
"Xylem","XYL","0.22%","1.99%","0.91%","7.43%","35.76%","100.63%"
"Yum! Brands","YUM","-1.20%","1.55%","-1.77%","1.92%","13.79%","-9.19%"
"Zimmer Biomet","ZBH","0.73%","1.68%","-2.39%","-5.11%","-8.41%","0.74%"
"Zions","ZION","0.40%","2.75%","-1.02%","12.51%","35.07%","76.46%"
"Zoetis Inc","ZTS","1.31%","1.59%","3.98%","20.46%","38.65%","74.64%"
